# a    t_Gyr
5.99999e-06 0.0114783
5.99999e-06 0.0114785
5.99999e-06 0.0114787
5.99999e-06 0.0114789
5.99999e-06 0.0114792
5.99999e-06 0.0114794
5.99999e-06 0.0114796
5.99999e-06 0.0114798
5.99999e-06 0.0114801
5.99999e-06 0.0114803
5.99999e-06 0.0114805
5.99999e-06 0.0114807
5.99999e-06 0.011481
5.99999e-06 0.0114812
5.99999e-06 0.0114814
5.99999e-06 0.0114816
5.99999e-06 0.0114819
5.99999e-06 0.0114821
5.99999e-06 0.0114823
5.99999e-06 0.0114825
5.99999e-06 0.0114828
5.99999e-06 0.011483
5.99999e-06 0.0114832
5.99999e-06 0.0114834
5.99999e-06 0.0114837
5.99999e-06 0.0114839
5.99999e-06 0.0114841
5.99999e-06 0.0114843
5.99999e-06 0.0114846
5.99999e-06 0.0114848
5.99999e-06 0.011485
5.99999e-06 0.0114852
5.99999e-06 0.0114855
5.99999e-06 0.0114857
5.99999e-06 0.0114859
5.99999e-06 0.0114861
5.99999e-06 0.0114864
5.99999e-06 0.0114866
5.99999e-06 0.0114868
5.99999e-06 0.011487
5.99999e-06 0.0114873
5.99999e-06 0.0114875
5.99999e-06 0.0114877
5.99999e-06 0.0114879
5.99999e-06 0.0114882
5.99999e-06 0.0114884
5.99999e-06 0.0114886
5.99999e-06 0.0114888
5.99999e-06 0.0114891
5.99999e-06 0.0114893
5.99999e-06 0.0114895
5.99999e-06 0.0114897
5.99999e-06 0.01149
5.99999e-06 0.0114902
5.99999e-06 0.0114904
5.99999e-06 0.0114906
5.99999e-06 0.0114909
5.99999e-06 0.0114911
5.99999e-06 0.0114913
5.99999e-06 0.0114915
5.99999e-06 0.0114918
5.99999e-06 0.011492
5.99999e-06 0.0114922
5.99999e-06 0.0114924
5.99999e-06 0.0114927
5.99999e-06 0.0114929
5.99999e-06 0.0114931
5.99999e-06 0.0114933
5.99999e-06 0.0114936
5.99999e-06 0.0114938
5.99999e-06 0.011494
5.99999e-06 0.0114942
5.99999e-06 0.0114945
5.99999e-06 0.0114947
5.99999e-06 0.0114949
5.99999e-06 0.0114951
5.99999e-06 0.0114954
5.99999e-06 0.0114956
5.99999e-06 0.0114958
5.99999e-06 0.011496
5.99999e-06 0.0114962
5.99999e-06 0.0114965
5.99999e-06 0.0114967
5.99999e-06 0.0114969
5.99999e-06 0.0114971
5.99999e-06 0.0114974
5.99999e-06 0.0114976
5.99999e-06 0.0114978
5.99999e-06 0.011498
5.99999e-06 0.0114983
5.99999e-06 0.0114985
5.99999e-06 0.0114987
5.99999e-06 0.0114989
5.99999e-06 0.0114992
5.99999e-06 0.0114994
5.99999e-06 0.0114996
5.99999e-06 0.0114998
5.99999e-06 0.0115001
5.99999e-06 0.0115003
5.99999e-06 0.0115005
5.99999e-06 0.0115007
5.99999e-06 0.011501
5.99999e-06 0.0115012
5.99999e-06 0.0115014
5.99999e-06 0.0115016
5.99999e-06 0.0115019
5.99999e-06 0.0115021
5.99999e-06 0.0115023
5.99999e-06 0.0115025
5.99999e-06 0.0115028
5.99999e-06 0.011503
5.99999e-06 0.0115032
5.99999e-06 0.0115034
5.99999e-06 0.0115037
5.99999e-06 0.0115039
5.99999e-06 0.0115041
5.99999e-06 0.0115043
5.99999e-06 0.0115046
5.99999e-06 0.0115048
5.99999e-06 0.011505
5.99999e-06 0.0115052
5.99999e-06 0.0115055
5.99999e-06 0.0115057
5.99999e-06 0.0115059
5.99999e-06 0.0115061
5.99999e-06 0.0115064
5.99999e-06 0.0115066
5.99999e-06 0.0115068
5.99999e-06 0.011507
5.99999e-06 0.0115073
5.99999e-06 0.0115075
5.99999e-06 0.0115077
5.99999e-06 0.0115079
5.99999e-06 0.0115082
5.99999e-06 0.0115084
5.99999e-06 0.0115086
5.99999e-06 0.0115088
5.99999e-06 0.0115091
5.99999e-06 0.0115093
5.99999e-06 0.0115095
5.99999e-06 0.0115097
5.99999e-06 0.01151
5.99999e-06 0.0115102
5.99999e-06 0.0115104
5.99999e-06 0.0115106
5.99999e-06 0.0115109
5.99999e-06 0.0115111
5.99999e-06 0.0115113
5.99999e-06 0.0115115
5.99999e-06 0.0115118
5.99999e-06 0.011512
5.99999e-06 0.0115122
5.99999e-06 0.0115124
5.99999e-06 0.0115127
5.99999e-06 0.0115129
5.99999e-06 0.0115131
5.99999e-06 0.0115133
5.99999e-06 0.0115136
5.99999e-06 0.0115138
5.99999e-06 0.011514
5.99999e-06 0.0115142
5.99999e-06 0.0115144
5.99999e-06 0.0115147
5.99999e-06 0.0115149
5.99999e-06 0.0115151
5.99999e-06 0.0115153
5.99999e-06 0.0115156
5.99999e-06 0.0115158
5.99999e-06 0.011516
5.99999e-06 0.0115162
5.99999e-06 0.0115165
5.99999e-06 0.0115167
5.99999e-06 0.0115169
5.99999e-06 0.0115171
5.99999e-06 0.0115174
5.99999e-06 0.0115176
5.99999e-06 0.0115178
5.99999e-06 0.011518
5.99999e-06 0.0115183
5.99999e-06 0.0115185
5.99999e-06 0.0115187
5.99999e-06 0.0115189
5.99999e-06 0.0115192
5.99999e-06 0.0115194
5.99999e-06 0.0115196
5.99999e-06 0.0115198
5.99999e-06 0.0115201
5.99999e-06 0.0115203
5.99999e-06 0.0115205
5.99999e-06 0.0115207
5.99999e-06 0.011521
5.99999e-06 0.0115212
5.99999e-06 0.0115214
5.99999e-06 0.0115216
5.99999e-06 0.0115219
5.99999e-06 0.0115221
5.99999e-06 0.0115223
5.99999e-06 0.0115225
5.99999e-06 0.0115228
5.99999e-06 0.011523
5.99999e-06 0.0115232
5.99999e-06 0.0115234
5.99999e-06 0.0115237
5.99999e-06 0.0115239
5.99999e-06 0.0115241
5.99999e-06 0.0115243
5.99999e-06 0.0115246
5.99999e-06 0.0115248
5.99999e-06 0.011525
5.99999e-06 0.0115252
5.99999e-06 0.0115255
5.99999e-06 0.0115257
5.99999e-06 0.0115259
5.99999e-06 0.0115261
5.99999e-06 0.0115264
5.99999e-06 0.0115266
5.99999e-06 0.0115268
5.99999e-06 0.011527
5.99999e-06 0.0115273
5.99999e-06 0.0115275
5.99999e-06 0.0115277
5.99999e-06 0.0115279
5.99999e-06 0.0115282
5.99999e-06 0.0115284
5.99999e-06 0.0115286
5.99999e-06 0.0115288
5.99999e-06 0.0115291
5.99999e-06 0.0115293
5.99999e-06 0.0115295
5.99999e-06 0.0115297
5.99999e-06 0.01153
5.99999e-06 0.0115302
5.99999e-06 0.0115304
5.99999e-06 0.0115306
5.99999e-06 0.0115309
5.99999e-06 0.0115311
5.99999e-06 0.0115313
5.99999e-06 0.0115315
5.99999e-06 0.0115318
5.99999e-06 0.011532
5.99999e-06 0.0115322
5.99999e-06 0.0115324
5.99999e-06 0.0115327
5.99999e-06 0.0115329
5.99999e-06 0.0115331
5.99999e-06 0.0115333
5.99999e-06 0.0115335
5.99999e-06 0.0115338
5.99999e-06 0.011534
5.99999e-06 0.0115342
5.99999e-06 0.0115344
5.99999e-06 0.0115347
5.99999e-06 0.0115349
5.99999e-06 0.0115351
5.99999e-06 0.0115353
5.99999e-06 0.0115356
5.99999e-06 0.0115358
5.99999e-06 0.011536
5.99999e-06 0.0115362
5.99999e-06 0.0115365
5.99999e-06 0.0115367
5.99999e-06 0.0115369
5.99999e-06 0.0115371
5.99999e-06 0.0115374
5.99999e-06 0.0115376
5.99999e-06 0.0115378
5.99999e-06 0.011538
5.99999e-06 0.0115383
5.99999e-06 0.0115385
5.99999e-06 0.0115387
5.99999e-06 0.0115389
5.99999e-06 0.0115392
5.99999e-06 0.0115394
5.99999e-06 0.0115396
5.99999e-06 0.0115398
5.99999e-06 0.0115401
5.99999e-06 0.0115403
5.99999e-06 0.0115405
5.99999e-06 0.0115407
5.99999e-06 0.011541
5.99999e-06 0.0115412
5.99999e-06 0.0115414
5.99999e-06 0.0115416
5.99999e-06 0.0115419
5.99999e-06 0.0115421
5.99999e-06 0.0115423
5.99999e-06 0.0115425
5.99999e-06 0.0115428
5.99999e-06 0.011543
5.99999e-06 0.0115432
5.99999e-06 0.0115434
5.99999e-06 0.0115437
5.99999e-06 0.0115439
5.99999e-06 0.0115441
5.99999e-06 0.0115443
5.99999e-06 0.0115446
5.99999e-06 0.0115448
5.99999e-06 0.011545
5.99999e-06 0.0115452
5.99999e-06 0.0115455
5.99999e-06 0.0115457
5.99999e-06 0.0115459
5.99999e-06 0.0115461
5.99999e-06 0.0115464
5.99999e-06 0.0115466
5.99999e-06 0.0115468
5.99999e-06 0.011547
5.99999e-06 0.0115473
5.99999e-06 0.0115475
5.99999e-06 0.0115477
5.99999e-06 0.0115479
5.99999e-06 0.0115482
5.99999e-06 0.0115484
5.99999e-06 0.0115486
5.99999e-06 0.0115488
5.99999e-06 0.0115491
5.99999e-06 0.0115493
5.99999e-06 0.0115495
5.99999e-06 0.0115497
5.99999e-06 0.01155
5.99999e-06 0.0115502
5.99999e-06 0.0115504
5.99999e-06 0.0115506
5.99999e-06 0.0115509
5.99999e-06 0.0115511
5.99999e-06 0.0115513
5.99999e-06 0.0115515
5.99999e-06 0.0115517
5.99999e-06 0.011552
5.99999e-06 0.0115522
5.99999e-06 0.0115524
5.99999e-06 0.0115526
5.99999e-06 0.0115529
5.99999e-06 0.0115531
5.99999e-06 0.0115533
5.99999e-06 0.0115535
5.99999e-06 0.0115538
5.99999e-06 0.011554
5.99999e-06 0.0115542
5.99999e-06 0.0115544
5.99999e-06 0.0115547
5.99999e-06 0.0115549
5.99999e-06 0.0115551
5.99999e-06 0.0115553
5.99999e-06 0.0115556
5.99999e-06 0.0115558
5.99999e-06 0.011556
5.99999e-06 0.0115562
5.99999e-06 0.0115565
5.99999e-06 0.0115567
5.99999e-06 0.0115569
5.99999e-06 0.0115571
5.99999e-06 0.0115574
5.99999e-06 0.0115576
5.99999e-06 0.0115578
5.99999e-06 0.011558
5.99999e-06 0.0115583
5.99999e-06 0.0115585
5.99999e-06 0.0115587
5.99999e-06 0.0115589
5.99999e-06 0.0115592
5.99999e-06 0.0115594
5.99999e-06 0.0115596
5.99999e-06 0.0115598
5.99999e-06 0.0115601
5.99999e-06 0.0115603
5.99999e-06 0.0115605
5.99999e-06 0.0115607
5.99999e-06 0.011561
5.99999e-06 0.0115612
5.99999e-06 0.0115614
5.99999e-06 0.0115616
5.99999e-06 0.0115619
5.99999e-06 0.0115621
5.99999e-06 0.0115623
5.99999e-06 0.0115625
5.99999e-06 0.0115628
5.99999e-06 0.011563
5.99999e-06 0.0115632
5.99999e-06 0.0115634
5.99999e-06 0.0115637
5.99999e-06 0.0115639
5.99999e-06 0.0115641
5.99999e-06 0.0115643
5.99999e-06 0.0115646
5.99999e-06 0.0115648
5.99999e-06 0.011565
5.99999e-06 0.0115652
5.99999e-06 0.0115655
5.99999e-06 0.0115657
5.99999e-06 0.0115659
5.99999e-06 0.0115661
5.99999e-06 0.0115664
5.99999e-06 0.0115666
5.99999e-06 0.0115668
5.99999e-06 0.011567
5.99999e-06 0.0115673
5.99999e-06 0.0115675
5.99999e-06 0.0115677
5.99999e-06 0.0115679
5.99999e-06 0.0115682
5.99999e-06 0.0115684
5.99999e-06 0.0115686
5.99999e-06 0.0115688
5.99999e-06 0.0115691
5.99999e-06 0.0115693
5.99999e-06 0.0115695
5.99999e-06 0.0115697
5.99999e-06 0.0115699
5.99999e-06 0.0115702
5.99999e-06 0.0115704
5.99999e-06 0.0115706
5.99999e-06 0.0115708
5.99999e-06 0.0115711
5.99999e-06 0.0115713
5.99999e-06 0.0115715
5.99999e-06 0.0115717
5.99999e-06 0.011572
5.99999e-06 0.0115722
5.99999e-06 0.0115724
5.99999e-06 0.0115726
5.99999e-06 0.0115729
5.99999e-06 0.0115731
5.99999e-06 0.0115733
5.99999e-06 0.0115735
5.99999e-06 0.0115738
5.99999e-06 0.011574
5.99999e-06 0.0115742
5.99999e-06 0.0115744
5.99999e-06 0.0115747
5.99999e-06 0.0115749
5.99999e-06 0.0115751
5.99999e-06 0.0115753
5.99999e-06 0.0115756
5.99999e-06 0.0115758
5.99999e-06 0.011576
5.99999e-06 0.0115762
5.99999e-06 0.0115765
5.99999e-06 0.0115767
5.99999e-06 0.0115769
5.99999e-06 0.0115771
5.99999e-06 0.0115774
5.99999e-06 0.0115776
5.99999e-06 0.0115778
5.99999e-06 0.011578
5.99999e-06 0.0115783
5.99999e-06 0.0115785
5.99999e-06 0.0115787
5.99999e-06 0.0115789
5.99999e-06 0.0115792
5.99999e-06 0.0115794
5.99999e-06 0.0115796
5.99999e-06 0.0115798
5.99999e-06 0.0115801
5.99999e-06 0.0115803
5.99999e-06 0.0115805
5.99999e-06 0.0115807
5.99999e-06 0.011581
5.99999e-06 0.0115812
5.99999e-06 0.0115814
5.99999e-06 0.0115816
5.99999e-06 0.0115819
5.99999e-06 0.0115821
5.99999e-06 0.0115823
5.99999e-06 0.0115825
5.99999e-06 0.0115828
5.99999e-06 0.011583
5.99999e-06 0.0115832
5.99999e-06 0.0115834
5.99999e-06 0.0115837
5.99999e-06 0.0115839
5.99999e-06 0.0115841
5.99999e-06 0.0115843
5.99999e-06 0.0115846
5.99999e-06 0.0115848
5.99999e-06 0.011585
5.99999e-06 0.0115852
5.99999e-06 0.0115855
5.99999e-06 0.0115857
5.99999e-06 0.0115859
5.99999e-06 0.0115861
5.99999e-06 0.0115864
5.99999e-06 0.0115866
5.99999e-06 0.0115868
5.99999e-06 0.011587
5.99999e-06 0.0115873
5.99999e-06 0.0115875
5.99999e-06 0.0115877
5.99999e-06 0.0115879
5.99999e-06 0.0115882
5.99999e-06 0.0115884
5.99999e-06 0.0115886
5.99999e-06 0.0115888
5.99999e-06 0.011589
5.99999e-06 0.0115893
5.99999e-06 0.0115895
5.99999e-06 0.0115897
5.99999e-06 0.0115899
5.99999e-06 0.0115902
5.99999e-06 0.0115904
5.99999e-06 0.0115906
5.99999e-06 0.0115908
5.99999e-06 0.0115911
5.99999e-06 0.0115913
5.99999e-06 0.0115915
5.99999e-06 0.0115917
5.99999e-06 0.011592
5.99999e-06 0.0115922
5.99999e-06 0.0115924
5.99999e-06 0.0115926
5.99999e-06 0.0115929
5.99999e-06 0.0115931
5.99999e-06 0.0115933
5.99999e-06 0.0115935
5.99999e-06 0.0115938
5.99999e-06 0.011594
5.99999e-06 0.0115942
5.99999e-06 0.0115944
5.99999e-06 0.0115947
5.99999e-06 0.0115949
5.99999e-06 0.0115951
5.99999e-06 0.0115953
5.99999e-06 0.0115956
5.99999e-06 0.0115958
5.99999e-06 0.011596
5.99999e-06 0.0115962
5.99999e-06 0.0115965
5.99999e-06 0.0115967
5.99999e-06 0.0115969
5.99999e-06 0.0115971
5.99999e-06 0.0115974
5.99999e-06 0.0115976
5.99999e-06 0.0115978
5.99999e-06 0.011598
5.99999e-06 0.0115983
5.99999e-06 0.0115985
5.99999e-06 0.0115987
5.99999e-06 0.0115989
5.99999e-06 0.0115992
5.99999e-06 0.0115994
5.99999e-06 0.0115996
5.99999e-06 0.0115998
5.99999e-06 0.0116001
5.99999e-06 0.0116003
5.99999e-06 0.0116005
5.99999e-06 0.0116007
5.99999e-06 0.011601
5.99999e-06 0.0116012
5.99999e-06 0.0116014
5.99999e-06 0.0116016
5.99999e-06 0.0116019
5.99999e-06 0.0116021
5.99999e-06 0.0116023
5.99999e-06 0.0116025
5.99999e-06 0.0116028
5.99999e-06 0.011603
5.99999e-06 0.0116032
5.99999e-06 0.0116034
5.99999e-06 0.0116037
5.99999e-06 0.0116039
5.99999e-06 0.0116041
5.99999e-06 0.0116043
5.99999e-06 0.0116046
5.99999e-06 0.0116048
5.99999e-06 0.011605
5.99999e-06 0.0116052
5.99999e-06 0.0116055
5.99999e-06 0.0116057
5.99999e-06 0.0116059
5.99999e-06 0.0116061
5.99999e-06 0.0116064
5.99999e-06 0.0116066
5.99999e-06 0.0116068
5.99999e-06 0.011607
5.99999e-06 0.0116072
5.99999e-06 0.0116075
5.99999e-06 0.0116077
5.99999e-06 0.0116079
5.99999e-06 0.0116081
5.99999e-06 0.0116084
5.99999e-06 0.0116086
5.99999e-06 0.0116088
5.99999e-06 0.011609
5.99999e-06 0.0116093
5.99999e-06 0.0116095
5.99999e-06 0.0116097
5.99999e-06 0.0116099
5.99999e-06 0.0116102
5.99999e-06 0.0116104
5.99999e-06 0.0116106
5.99999e-06 0.0116108
5.99999e-06 0.0116111
5.99999e-06 0.0116113
5.99999e-06 0.0116115
5.99999e-06 0.0116117
5.99999e-06 0.011612
5.99999e-06 0.0116122
5.99999e-06 0.0116124
5.99999e-06 0.0116126
5.99999e-06 0.0116129
5.99999e-06 0.0116131
5.99999e-06 0.0116133
5.99999e-06 0.0116135
5.99999e-06 0.0116138
5.99999e-06 0.011614
5.99999e-06 0.0116142
5.99999e-06 0.0116144
5.99999e-06 0.0116147
5.99999e-06 0.0116149
5.99999e-06 0.0116151
5.99999e-06 0.0116153
5.99999e-06 0.0116156
5.99999e-06 0.0116158
5.99999e-06 0.011616
5.99999e-06 0.0116162
5.99999e-06 0.0116165
5.99999e-06 0.0116167
5.99999e-06 0.0116169
5.99999e-06 0.0116171
5.99999e-06 0.0116174
5.99999e-06 0.0116176
5.99999e-06 0.0116178
5.99999e-06 0.011618
5.99999e-06 0.0116183
5.99999e-06 0.0116185
5.99999e-06 0.0116187
5.99999e-06 0.0116189
5.99999e-06 0.0116192
5.99999e-06 0.0116194
5.99999e-06 0.0116196
5.99999e-06 0.0116198
5.99999e-06 0.0116201
5.99999e-06 0.0116203
5.99999e-06 0.0116205
5.99999e-06 0.0116207
5.99999e-06 0.011621
5.99999e-06 0.0116212
5.99999e-06 0.0116214
5.99999e-06 0.0116216
5.99999e-06 0.0116219
5.99999e-06 0.0116221
5.99999e-06 0.0116223
5.99999e-06 0.0116225
5.99999e-06 0.0116228
5.99999e-06 0.011623
5.99999e-06 0.0116232
5.99999e-06 0.0116234
5.99999e-06 0.0116237
5.99999e-06 0.0116239
5.99999e-06 0.0116241
5.99999e-06 0.0116243
5.99999e-06 0.0116246
5.99999e-06 0.0116248
5.99999e-06 0.011625
5.99999e-06 0.0116252
5.99999e-06 0.0116255
5.99999e-06 0.0116257
5.99999e-06 0.0116259
5.99999e-06 0.0116261
5.99999e-06 0.0116263
5.99999e-06 0.0116266
5.99999e-06 0.0116268
5.99999e-06 0.011627
5.99999e-06 0.0116272
5.99999e-06 0.0116275
5.99999e-06 0.0116277
5.99999e-06 0.0116279
5.99999e-06 0.0116281
5.99999e-06 0.0116284
5.99999e-06 0.0116286
5.99999e-06 0.0116288
5.99999e-06 0.011629
5.99999e-06 0.0116293
5.99999e-06 0.0116295
5.99999e-06 0.0116297
5.99999e-06 0.0116299
5.99999e-06 0.0116302
5.99999e-06 0.0116304
5.99999e-06 0.0116306
5.99999e-06 0.0116308
5.99999e-06 0.0116311
5.99999e-06 0.0116313
5.99999e-06 0.0116315
5.99999e-06 0.0116317
5.99999e-06 0.011632
5.99999e-06 0.0116322
5.99999e-06 0.0116324
5.99999e-06 0.0116326
5.99999e-06 0.0116329
5.99999e-06 0.0116331
5.99999e-06 0.0116333
5.99999e-06 0.0116335
5.99999e-06 0.0116338
5.99999e-06 0.011634
5.99999e-06 0.0116342
5.99999e-06 0.0116344
5.99999e-06 0.0116347
5.99999e-06 0.0116349
5.99999e-06 0.0116351
5.99999e-06 0.0116353
5.99999e-06 0.0116356
5.99999e-06 0.0116358
5.99999e-06 0.011636
5.99999e-06 0.0116362
5.99999e-06 0.0116365
5.99999e-06 0.0116367
5.99999e-06 0.0116369
5.99999e-06 0.0116371
5.99999e-06 0.0116374
5.99999e-06 0.0116376
5.99999e-06 0.0116378
5.99999e-06 0.011638
5.99999e-06 0.0116383
5.99999e-06 0.0116385
5.99999e-06 0.0116387
5.99999e-06 0.0116389
5.99999e-06 0.0116392
5.99999e-06 0.0116394
5.99999e-06 0.0116396
5.99999e-06 0.0116398
5.99999e-06 0.0116401
5.99999e-06 0.0116403
5.99999e-06 0.0116405
5.99999e-06 0.0116407
5.99999e-06 0.011641
5.99999e-06 0.0116412
5.99999e-06 0.0116414
5.99999e-06 0.0116416
5.99999e-06 0.0116419
5.99999e-06 0.0116421
5.99999e-06 0.0116423
5.99999e-06 0.0116425
5.99999e-06 0.0116428
5.99999e-06 0.011643
5.99999e-06 0.0116432
5.99999e-06 0.0116434
5.99999e-06 0.0116437
5.99999e-06 0.0116439
5.99999e-06 0.0116441
5.99999e-06 0.0116443
5.99999e-06 0.0116445
5.99999e-06 0.0116448
5.99999e-06 0.011645
5.99999e-06 0.0116452
5.99999e-06 0.0116454
5.99999e-06 0.0116457
5.99999e-06 0.0116459
5.99999e-06 0.0116461
5.99999e-06 0.0116463
5.99999e-06 0.0116466
5.99999e-06 0.0116468
5.99999e-06 0.011647
5.99999e-06 0.0116472
5.99999e-06 0.0116475
5.99999e-06 0.0116477
5.99999e-06 0.0116479
5.99999e-06 0.0116481
5.99999e-06 0.0116484
5.99999e-06 0.0116486
5.99999e-06 0.0116488
5.99999e-06 0.011649
5.99999e-06 0.0116493
5.99999e-06 0.0116495
5.99999e-06 0.0116497
5.99999e-06 0.0116499
5.99999e-06 0.0116502
5.99999e-06 0.0116504
5.99999e-06 0.0116506
5.99999e-06 0.0116508
5.99999e-06 0.0116511
5.99999e-06 0.0116513
5.99999e-06 0.0116515
5.99999e-06 0.0116517
5.99999e-06 0.011652
5.99999e-06 0.0116522
5.99999e-06 0.0116524
5.99999e-06 0.0116526
5.99999e-06 0.0116529
5.99999e-06 0.0116531
5.99999e-06 0.0116533
5.99999e-06 0.0116535
5.99999e-06 0.0116538
5.99999e-06 0.011654
5.99999e-06 0.0116542
5.99999e-06 0.0116544
5.99999e-06 0.0116547
5.99999e-06 0.0116549
5.99999e-06 0.0116551
5.99999e-06 0.0116553
5.99999e-06 0.0116556
5.99999e-06 0.0116558
5.99999e-06 0.011656
5.99999e-06 0.0116562
5.99999e-06 0.0116565
5.99999e-06 0.0116567
5.99999e-06 0.0116569
5.99999e-06 0.0116571
5.99999e-06 0.0116574
5.99999e-06 0.0116576
5.99999e-06 0.0116578
5.99999e-06 0.011658
5.99999e-06 0.0116583
5.99999e-06 0.0116585
5.99999e-06 0.0116587
5.99999e-06 0.0116589
5.99999e-06 0.0116592
5.99999e-06 0.0116594
5.99999e-06 0.0116596
5.99999e-06 0.0116598
5.99999e-06 0.0116601
5.99999e-06 0.0116603
5.99999e-06 0.0116605
5.99999e-06 0.0116607
5.99999e-06 0.011661
5.99999e-06 0.0116612
5.99999e-06 0.0116614
5.99999e-06 0.0116616
5.99999e-06 0.0116619
5.99999e-06 0.0116621
5.99999e-06 0.0116623
5.99999e-06 0.0116625
5.99999e-06 0.0116628
5.99999e-06 0.011663
5.99999e-06 0.0116632
5.99999e-06 0.0116634
5.99999e-06 0.0116636
5.99999e-06 0.0116639
5.99999e-06 0.0116641
5.99999e-06 0.0116643
5.99999e-06 0.0116645
5.99999e-06 0.0116648
5.99999e-06 0.011665
5.99999e-06 0.0116652
5.99999e-06 0.0116654
5.99999e-06 0.0116657
5.99999e-06 0.0116659
5.99999e-06 0.0116661
5.99999e-06 0.0116663
5.99999e-06 0.0116666
5.99999e-06 0.0116668
5.99999e-06 0.011667
5.99999e-06 0.0116672
5.99999e-06 0.0116675
5.99999e-06 0.0116677
5.99999e-06 0.0116679
5.99999e-06 0.0116681
5.99999e-06 0.0116684
5.99999e-06 0.0116686
5.99999e-06 0.0116688
5.99999e-06 0.011669
5.99999e-06 0.0116693
5.99999e-06 0.0116695
5.99999e-06 0.0116697
5.99999e-06 0.0116699
5.99999e-06 0.0116702
5.99999e-06 0.0116704
5.99999e-06 0.0116706
5.99999e-06 0.0116708
5.99999e-06 0.0116711
5.99999e-06 0.0116713
5.99999e-06 0.0116715
5.99999e-06 0.0116717
5.99999e-06 0.011672
5.99999e-06 0.0116722
5.99999e-06 0.0116724
5.99999e-06 0.0116726
5.99999e-06 0.0116729
5.99999e-06 0.0116731
5.99999e-06 0.0116733
5.99999e-06 0.0116735
5.99999e-06 0.0116738
5.99999e-06 0.011674
5.99999e-06 0.0116742
5.99999e-06 0.0116744
5.99999e-06 0.0116747
5.99999e-06 0.0116749
5.99999e-06 0.0116751
5.99999e-06 0.0116753
5.99999e-06 0.0116756
5.99999e-06 0.0116758
5.99999e-06 0.011676
5.99999e-06 0.0116762
5.99999e-06 0.0116765
5.99999e-06 0.0116767
5.99999e-06 0.0116769
5.99999e-06 0.0116771
5.99999e-06 0.0116774
5.99999e-06 0.0116776
5.99999e-06 0.0116778
5.99999e-06 0.011678
5.99999e-06 0.0116783
5.99999e-06 0.0116785
5.99999e-06 0.0116787
5.99999e-06 0.0116789
5.99999e-06 0.0116792
5.99999e-06 0.0116794
5.99999e-06 0.0116796
5.99999e-06 0.0116798
5.99999e-06 0.0116801
5.99999e-06 0.0116803
5.99999e-06 0.0116805
5.99999e-06 0.0116807
5.99999e-06 0.011681
5.99999e-06 0.0116812
5.99999e-06 0.0116814
5.99999e-06 0.0116816
5.99999e-06 0.0116818
5.99999e-06 0.0116821
5.99999e-06 0.0116823
5.99999e-06 0.0116825
5.99999e-06 0.0116827
5.99999e-06 0.011683
5.99999e-06 0.0116832
5.99999e-06 0.0116834
5.99999e-06 0.0116836
5.99999e-06 0.0116839
5.99999e-06 0.0116841
5.99999e-06 0.0116843
5.99999e-06 0.0116845
5.99999e-06 0.0116848
5.99999e-06 0.011685
5.99999e-06 0.0116852
5.99999e-06 0.0116854
5.99999e-06 0.0116857
5.99999e-06 0.0116859
5.99999e-06 0.0116861
5.99999e-06 0.0116863
5.99999e-06 0.0116866
5.99999e-06 0.0116868
5.99999e-06 0.011687
5.99999e-06 0.0116872
5.99999e-06 0.0116875
5.99999e-06 0.0116877
5.99999e-06 0.0116879
5.99999e-06 0.0116881
5.99999e-06 0.0116884
5.99999e-06 0.0116886
5.99999e-06 0.0116888
5.99999e-06 0.011689
5.99999e-06 0.0116893
5.99999e-06 0.0116895
5.99999e-06 0.0116897
5.99999e-06 0.0116899
5.99999e-06 0.0116902
5.99999e-06 0.0116904
5.99999e-06 0.0116906
5.99999e-06 0.0116908
5.99999e-06 0.0116911
5.99999e-06 0.0116913
5.99999e-06 0.0116915
5.99999e-06 0.0116917
5.99999e-06 0.011692
5.99999e-06 0.0116922
5.99999e-06 0.0116924
5.99999e-06 0.0116926
5.99999e-06 0.0116929
5.99999e-06 0.0116931
5.99999e-06 0.0116933
5.99999e-06 0.0116935
5.99999e-06 0.0116938
5.99999e-06 0.011694
5.99999e-06 0.0116942
5.99999e-06 0.0116944
5.99999e-06 0.0116947
5.99999e-06 0.0116949
5.99999e-06 0.0116951
5.99999e-06 0.0116953
5.99999e-06 0.0116956
5.99999e-06 0.0116958
5.99999e-06 0.011696
5.99999e-06 0.0116962
5.99999e-06 0.0116965
5.99999e-06 0.0116967
5.99999e-06 0.0116969
5.99999e-06 0.0116971
5.99999e-06 0.0116974
5.99999e-06 0.0116976
5.99999e-06 0.0116978
5.99999e-06 0.011698
5.99999e-06 0.0116983
5.99999e-06 0.0116985
5.99999e-06 0.0116987
5.99999e-06 0.0116989
5.99999e-06 0.0116992
5.99999e-06 0.0116994
5.99999e-06 0.0116996
5.99999e-06 0.0116998
5.99999e-06 0.0117001
5.99999e-06 0.0117003
5.99999e-06 0.0117005
5.99999e-06 0.0117007
5.99999e-06 0.0117009
5.99999e-06 0.0117012
5.99999e-06 0.0117014
5.99999e-06 0.0117016
5.99999e-06 0.0117018
5.99999e-06 0.0117021
5.99999e-06 0.0117023
5.99999e-06 0.0117025
5.99999e-06 0.0117027
5.99999e-06 0.011703
5.99999e-06 0.0117032
5.99999e-06 0.0117034
5.99999e-06 0.0117036
5.99999e-06 0.0117039
5.99999e-06 0.0117041
